Product Name,Category,Sub-category,Techncal composition,SKU,Duration (only for Seeds),Type of grain/fruit,Seed rate,Crop/Target Crop,Insect/Disease/Deficiency,Dosage,Time of sowing /Time of application,Method of application,Geographies,Disclaimer,Season,1 lineShort Description,"USP's (For CCC, Include mode of action here)",Product Unique ID*,SKU FG Code*,Additional Information,Status*
Shriram Shishir,Seeds,Vegetable Seed,,10 g,Harvesting start in 70 - 75 days after transplanting,,0.12-0.15 kg/acre,Cauliflower,,,September to October,,All India,,September to October,Compact milky white curds with reliable self-blanching,"Curd Colour : Milky white
Compact curd with good self blanching
Average weight : 1-1.2 kg",Dummy156,DummyFG156,Add information for searchability,Active
Shriram 456,Seeds,Vegetable Seed,,10 g,Harvesting start in 50 - 60 days,,0.15-0.2 kg/acre,Cauliflower,,,20th February to 20th July,,All India,,20th February to 20th July,Early maturing hybrid with dome-shaped white curds; perfect for fast cycles.,"Dome shape curd
Curd colour: white
Average weight = 600-900 gm",Dummy157,DummyFG157,Add information for searchability,Active
Shriram 1201,Seeds,Vegetable Seed,,10 g,Harvesting in 85 to 90 days after transplanting,,0.12-0.15 kg/acre,Cauliflower,,,1 November to 15 December,,"Maharashtra, Haryana, Punjab, Rajasthan, Gujarat, Bihar, MP, & UP",,1 November to 15 December,"Milky white compact curd, very good self-blanching","Curd Colour : Milky white
Compact curd with very good self blanching
Average weight : 1.2-1.5 kg",Dummy158,DummyFG158,Add information for searchability,Active
Shriram 23,Seeds,Vegetable Seed,,"10 gm , 50 g",Harvesting start in 70 - 75 days,,0.6-0.8 kg/acre,Pumpkin,,,Kharif & Summer,,"Assam, W.B",,Kharif & Summer,Round flat yellowish green fruit with rich pulp ideal for kharif and summer,"Yellowish green round flat fruit
 High Fruit pulp
 Average fruit weight is 2-3 kg",Dummy159,DummyFG159,Add information for searchability,Active
Shriram Aisha,Seeds,Vegetable Seed,,"10 gm , 50 g",Harvest in 80-85 days,,0.6-0.8 kg/acre,Pumpkin,,,Kharif & Summer,,All India,,Kharif & Summer,"Orange pulp, virus-tolerant with good shelf life, suited for eastern belts.","Orange yellow pulp
 Tolerant to viral disease
 Good storage capacity
 Average fruit weight is 3 - 4 kg",Dummy160,DummyFG160,Add information for searchability,Active
Shriram Sweta,Seeds,Vegetable Seed,,"100g, 250g",Harvesting in 45-50 days,,2-2.5 kg/acre,Radish,,,August to March,,All India,,August to March,,"• Late flowering variety
• Fruit ready in 50-55 days
• Radish length - 30-40 cm
• Appropriate for pickles",Dummy161,DummyFG161,Add information for searchability,Active
Shriram 308,Seeds,Vegetable Seed,,"100g, 250g",Harvesting in 30-35 days,,2-2.5 kg/acre,Radish,,,April to August,,"MP, Rajasthan, UP, Punjab, Haryana",,April to August,,,Dummy162,DummyFG162,Add information for searchability,Active
Shriram 45,Seeds,Vegetable Seed,,"50 gm, 100 , 250 gm",50 - 55 days after sowing,,1-2 kg/acre,Tinda,,,Kharif & Summer,,All India,,Kharif & Summer,Dark green round fruits with desi taste and good disease tolerance.,"• Fruits are dark green & round
• Taste like desi
• Average fruit weight: 90-130 gm
• Tolerant to diseases",Dummy163,DummyFG163,Add information for searchability,Active
Shriram Harsha,Seeds,Vegetable Seed,,500 g,First picking at 45 - 50 days,,10-12 kg/acre,French Beans,,,All seasons,,"Himachal, Uttarakhand & Karnataka",,All seasons,Dark green pencil beans with good taste and rust tolerance.,"• Dark green pencil beans (12 -15 cm)
• Good in taste
• Tolerant to rust",Dummy164,DummyFG164,Add information for searchability,Active
Shriram Evergreen 55,Seeds,Vegetable Seed,,500 g,First picking in 40 - 45 days,,2-3 kg/acre,Pole bean,,,March - August,,All India,,March - August,Vigorous climber with dark green and long pods.,"• Upright climbing nature of plant
• Dark green shiny pod
• 12 - 15 cm long pod",Dummy165,DummyFG165,Add information for searchability,Active
SHRIRAM BENZO,Crop Protection,Insecticide,Emamectin Benzoate 5% SG,"20g, 100g, 250g, 500 g, 1 kg",,,,"Cotton
Okra
Cabbage
Chili
Brinjal
Redgram","Boll Worms (Cotton)
Fruit & Shoot borer (Okra)
DBM (Cabbage)
Fruit borer & thrips (Chili)
Fruit & Shoot borer (Brinjal)
Pod borer (Redgram)","80-100 g/ acre (Cotton)
60-70 g/ acre (Okra)
60-80 g/ acre (Cabbage)
80-100 g/ a (Chili)
100 g/ acre (Brinjal)
80-100 g/ acre (Redgram)",At the time of insect infestation,Spraying,All India,,"Rabi, Kharif","Fast-acting pest control within 2 hours, with translaminar reach and rain-fastness — delivers a knockout blow to borers and thrips.","o Starts working within 2 hours of application
 o Rain fastness is 4 hrs
 o Has good translaminor action- Insect under leaf side also effectively control.",Dummy166,DummyFG166,Add information for searchability,Active
SHRIRAM DOKU,Crop Protection,Insecticide,Hexythiazox 5.45% EC,"1 ltr, 500 ml, 250 ml, 100 ml",,,,"Tea
Chilli","Oligonychus coffeae (Tea)
Polyphagotarsonemus latus (Chilli)",200 ml/ acre,At the time of insect infestation,Spraying,All India,,"Rabi, Kharif","The ultimate mite terminator — a unique, eco-safe mode of action that wipes out mites while being gentle on your crop ecosystem.","o Controls all kind of mites successfully
 o Unique mode of action
 o Environment friendly",Dummy167,DummyFG167,Add information for searchability,Active
SHRIRAM FIPRID,Crop Protection,Insecticide,Fipronil 40% + Imidacloprid 40% w/w WG,"40g, 100g, 250g",,,,"Sugarcane
Groundnut
Cotton
Rice","White grub (sugarcane and groundnut)
Jassids & Thrips (cotton)
Rice (Yellow stem borer, BPH)","175 - 200 g/acre (sugarcane)
100-120g/acre (groundnut)
50g/acre (cotton)
40-50g/acre (rice)",At the time of insect infestation,Spraying,All India,,"Rabi, Kharif","Double power, double impact — long-lasting protection and greener crops through dual-action and phytotonic benefits.","o Dual mode of action
 o Longer duration control
 o Has good Phytotonic effect results in more greenness as well as higher yields",Dummy168,DummyFG168,Add information for searchability,Active
SHRIRAM SHIMOG,Crop Protection,Insecticide,Dinotefuran 20% SG,"100g, 250g, 500g",,,,Cotton,"Whitefly, Jassids, Aphids (Cotton)",50 - 60 g/acre (Cotton),At the time of insect infestation,Spraying,,,"Rabi, Kharif","Kills even the toughest pests — quick knockdown and rain-safe within 3 hours, even on resistant sucking insects.","o Immediate effect on insects after spraying
 o Controls effectively insects those having resistant to other insecticides
 o Doesn’t get washed away with rains after 3 hours after spray",Dummy169,DummyFG169,Add information for searchability,Active
,Crop Protection,,,,,,,Rice,BPH (Rice),60 - 80 g/acre (Rice),,,All India,,"Rabi, Kharif",,,Dummy170,DummyFG170,Add information for searchability,Active
SHRIRAM PINOCIO,Crop Protection,Insecticide,Diafenthiuron 25%+ Pyriproxyfen5% SE,"1 ltr, 500 ml, 250 ml",,,,Cotton,"White fly
 Jassids
 Aphid
 Thrips",400 - 500 ml/acre,At the time of insect infestation,Spraying,All India,,"Rabi, Kharif",One-shot pest control — dual-action formula targets every life stage of whiteflies and ensures long-duration protection.,"o Dual mode of action to control pests
 o One shot solution from all stages of whitefly
 o Provides protection for long duration",Dummy171,DummyFG171,Add information for searchability,Active
SHRIRAM HOPNIP,Crop Protection,Insecticide,Pymetrozine 50% WG,"1 KG, 500 G, 250 G, 120 G",,,,"Rice
Mango","BPH
WBPH (Rice)
Hoppers (Mango)
",120 ml/acre,Early booting stage when BPH population reaches at ETL i.e. 8-10 hoppers/hill (Rice),Spraying,All India,,"Rabi, Kharif","Smart choice for BPH & hoppers — works where others fail, safe for beneficial insects, and delivers eco-balanced control.","o Rain fastness is 2 hrs
 o Controls effectively those insect pests having
 resistance for organophosphate, buprofezine
 and neonicotinoids group of pesticides.
 O Shriram Hopnip is safer for beneficial insects
 and the environment.",Dummy172,DummyFG172,Add information for searchability,Active
SHRIRAM ACE 75,Crop Protection,Insecticide,ACEPHATE 75% SP,"1 KG, 500 G, 250 G",,,,Cotton,Jassids (Cotton),156 g/acre (Cotton),At the time of insect infestation,Spraying,,,"Rabi, Kharif",Proven warrior against sucking & chewing pests — reliable and cost-effective broad-spectrum protection for key crops.,,Dummy173,DummyFG173,Add information for searchability,Active
,Crop Protection,,,,,,,,Boll Worms (Cotton),312 g/acre (in case of Boll worms in Cotton),,,,,"Rabi, Kharif",,,Dummy174,DummyFG174,Add information for searchability,Active
,Crop Protection,,,,,,,Safflower,Aphids (Safflower),312 g/acre (Safflower),,,,,"Rabi, Kharif",,,Dummy175,DummyFG175,Add information for searchability,Active
,Crop Protection,,,,,,,Paddy,Stem Borer (Paddy),266.4 - 400 g/acre (Paddy),,,,,"Rabi, Kharif",,,Dummy176,DummyFG176,Add information for searchability,Active
,Crop Protection,,,,,,,,Leaf Folder (Paddy),,,,,,"Rabi, Kharif",,,Dummy177,DummyFG177,Add information for searchability,Active
,Crop Protection,,,,,,,,Brown Plant Hoppers (Paddy),,,,,,"Rabi, Kharif",,,Dummy178,DummyFG178,Add information for searchability,Active
,Crop Protection,,,,,,,,Green Leaf Hopper (Paddy),,,,All India,,"Rabi, Kharif",,,Dummy179,DummyFG179,Add information for searchability,Active
SHRIRAM OKAMI,Crop Protection,Insecticide,BIFENTHRIN 10% EC,"1 ltr, 500 ml, 250 ml, 100 ml",,,,Cotton,Bollworm (Cotton),320 ml/acre (Cotton),At the time of insect infestation,Spraying,,,"Rabi, Kharif","Quick knockdown, lasting defense — superior control of both sucking and chewing pests with strong residual power.

","o Superior broad spectrum and residual control
o Exibits knock-down properties and thereform gives quicker pest control against various sucking and chewing pests
",Dummy180,DummyFG180,Add information for searchability,Active
,Crop Protection,,,,,,,,White Fly (Cotton),,,,,,"Rabi, Kharif",,,Dummy181,DummyFG181,Add information for searchability,Active
,Crop Protection,,,,,,,Rice,"Stem borer, 
 Leaf folder, 
 Green leaf hopper, (Rice)",200 ml/acre (Rice),,Spraying,,,"Rabi, Kharif",,,Dummy182,DummyFG182,Add information for searchability,Active
,Crop Protection,,,,,,,Sugarcane,Termites (Sugarcane),400 ml/acre (Sugarcane),,Drenching,All India,,"Rabi, Kharif",,,Dummy183,DummyFG183,Add information for searchability,Active
SHRIRAM BUPROFEZIN,Crop Protection,Insecticide,BUPROFEZIN 25% SC,"Discontinued, , , , , ,",,,,Cotton,"Whitefly, 
 Aphids, 
 Jassids, 
 Thrips",400 ml/acre,At the time of insect infestation,Spraying,,,"Rabi, Kharif",,,Dummy184,DummyFG184,Add information for searchability,Active
,Crop Protection,,,,,,,Chilies,Yellow Mite,120 - 240 ml/acre,,,,,"Rabi, Kharif",,,Dummy185,DummyFG185,Add information for searchability,Active
,Crop Protection,,,,,,,Mango,Hoppers,1-2 ml/l of water,,,,,"Rabi, Kharif",,,Dummy186,DummyFG186,Add information for searchability,Active
,Crop Protection,,,,,,,Grapes,Mealy bugs,400 - 600 ml/acre,,,,,"Rabi, Kharif",,,Dummy187,DummyFG187,Add information for searchability,Active
,Crop Protection,,,,,,,Rice,"BPH, 
GLH, 
WBPH",320 ml/acre,,,All India,,"Rabi, Kharif",,,Dummy188,DummyFG188,Add information for searchability,Active
SHRIRAM CARBO 3G,Crop Protection,Insecticide,CARBOFURAN 3% G,"5 Kg, 1 Kg",,,,Barley,Aphid (Barley),13.32 kg/acre (Barley),At the time of insect infestation,Broadcasting,,,"Rabi, Kharif","Complete root-to-tip protection — systemic and contact control for insects, nematodes, and mites with high residuality.","o Systemic insecticide, which means that the plant absorbs it through the roots, and from there the plant distributes it throughout its organs where insecticidal concentrations are attained 
o Also has contact activity against pests
o Shriram Carbo kill pests, mites and nematodes with high activity and toxicity, long-term effects, broad spectrum and no residue
o Good residuality provides long duration control",Dummy189,DummyFG189,Add information for searchability,Active
,Crop Protection,,,,,,,,Jassids (Barley),16.64 kg/acre (Jassids in Barley),,,,,"Rabi, Kharif",,,Dummy190,DummyFG190,Add information for searchability,Active
,Crop Protection,,,,,,,,Cyst nematode (Barley),,,,,,"Rabi, Kharif",,,Dummy191,DummyFG191,Add information for searchability,Active
,Crop Protection,,,,,,,Bajra,Shoot fly (Bajra),20 kg/acre (Bajra),,,,,"Rabi, Kharif",,,Dummy192,DummyFG192,Add information for searchability,Active
,Crop Protection,,,,,,,Sorghum,"Shoot fly, (Sorghum)",13.32 kg/acre (Shoot Fly in Sorghum),,,,,"Rabi, Kharif",,,Dummy193,DummyFG193,Add information for searchability,Active
,Crop Protection,,,,,,,,Stem borer (Sorghum),3.32 kg/acre (Sorghum),,,,,"Rabi, Kharif",,,Dummy194,DummyFG194,Add information for searchability,Active
,Crop Protection,,,,,,,Groundnut,Pod borer (Groundnut),20 kg/acre (Pod Borer in Groundnut),,,,,"Rabi, Kharif",,,Dummy195,DummyFG195,Add information for searchability,Active
,Crop Protection,,,,,,,,White grub (Groundnut),13.32 kg/acre (Groundnut),,,,,"Rabi, Kharif",,,Dummy196,DummyFG196,Add information for searchability,Active
,Crop Protection,,,,,,,Potato,"Aphid, (Potato)",6.64 kg/acre (Potato),,,,,"Rabi, Kharif",,,Dummy197,DummyFG197,Add information for searchability,Active
,Crop Protection,,,,,,,,Jassids (Potato),13.32 kg/acre (Jassids in Potato),,,,,"Rabi, Kharif",,,Dummy198,DummyFG198,Add information for searchability,Active
,Crop Protection,,,,,,,Paddy,"Brown plant hopper, 
 Gall midge, 
 Stem borer, 
 GLH, 
 Hispa (Paddy)",10 kg/acre (Paddy),,,,,"Rabi, Kharif",,,Dummy199,DummyFG199,Add information for searchability,Active
,Crop Protection,,,,,,,,Nematodes (Paddy),20 kg/acre (Nematodes in Paddy),,,,,"Rabi, Kharif",,,Dummy200,DummyFG200,Add information for searchability,Active
,Crop Protection,,,,,,,Soybean,Root knot nematode (Soybean),20 kg/acre (Soybean),,,,,"Rabi, Kharif",,,Dummy201,DummyFG201,Add information for searchability,Active
,Crop Protection,,,,,,,Sugarcane,Top borer (Sugarcane),26.64 kg/acre (Sugarcane),,,,,"Rabi, Kharif",,,Dummy202,DummyFG202,Add information for searchability,Active
,Crop Protection,,,,,,,Chillies,"Aphid, 
 Thrips (Chillies)",13.32 kg/acre (Chillies),,,,,"Rabi, Kharif",,,Dummy203,DummyFG203,Add information for searchability,Active
,Crop Protection,,,,,,,Wheat,Ear cockle nematode (Wheat),4 kg/acre (Wheat),,,,,"Rabi, Kharif",,,Dummy204,DummyFG204,Add information for searchability,Active
,Crop Protection,,,,,,,,Cereal cyst nematode (wheat ),26.64 kg/acre (Cereal cyst nematode in wheat),,,,,"Rabi, Kharif",,,Dummy205,DummyFG205,Add information for searchability,Active
,Crop Protection,,,,,,,Brinjal,Root knot nematode (Brinjal),26.64 kg/acre (Brinjal),,,,,"Rabi, Kharif",,,Dummy206,DummyFG206,Add information for searchability,Active
,Crop Protection,,,,,,,,Reniform nematode (Brinjal),,,,,,"Rabi, Kharif",,,Dummy207,DummyFG207,Add information for searchability,Active
,Crop Protection,,,,,,,Banana,Rhizome weevil (Banana),33 - 166 g/ sucker (Depending on insects in Banana),,,,,"Rabi, Kharif",,,Dummy208,DummyFG208,Add information for searchability,Active
,Crop Protection,,,,,,,,Aphids (Banana),,,,,,"Rabi, Kharif",,,Dummy209,DummyFG209,Add information for searchability,Active
,Crop Protection,,,,,,,,Nematode (Banana),,,,,,"Rabi, Kharif",,,Dummy210,DummyFG210,Add information for searchability,Active
,Crop Protection,,,,,,,Pea,"Shoot fly, 
 Aphids (Pea)",13.32 kg/acre (Pea),,,All India,,"Rabi, Kharif",,,Dummy211,DummyFG211,Add information for searchability,Active
SHRIRAM CARTAP 4G,Crop Protection,Insecticide,CARTAP HYDROCHLORIDE 4% G,"5 Kg, 1 Kg",,,,Rice,"Stem borer (Rice)
Leaf folder, 
Whorl Maggot",7500 g/acre (Rice),Just 20 days after transplanting,Broadcasting,,,"Rabi, Kharif",Powerful 3-way action for complete rice pest control – from eggs to adults.,"o It is of Nereistoxin analogue group, which gives effective control on insects pests through its contact, systemic and stomach poison action 
o Breaks the insect resistance and gives excellent resistance management ( IRM) 
o Is compatible with commonly used insecticide and fungicide 
o Controls all stages of insects ( egg, larva, adult). It gives complete protection via systemic, contact and translaminar action
",Dummy212,DummyFG212,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,All India,,"Rabi, Kharif",,,Dummy213,DummyFG213,Add information for searchability,Active
SHRIRAM CARTAP 50 SP,Crop Protection,Insecticide,CARTAP HYDROCHLORIDE 50% SP,"100g, 250g, 500g",,,,Paddy,Leaf Folder,400 g/acre,At the time of insect infestation,Spraying,,,"Rabi, Kharif","Triple-stage pest control for paddy—fast action, full protection.","It controls all stages of insects (egg, larva, adult)
It gives complete protection via systemic, contact and translaminar action",Dummy214,DummyFG214,Add information for searchability,Active
,Crop Protection,,,,,,,,Stem Borer,,,,,,"Rabi, Kharif",,,Dummy215,DummyFG215,Add information for searchability,Active
,Crop Protection,,,,,,,,Whorl Maggot,,,,All India,,"Rabi, Kharif",,,Dummy216,DummyFG216,Add information for searchability,Active
SHRIRAM CHLOR 20,Crop Protection,Insecticide,CHLORPYRIFOS 20% EC,"100ml, 250ml, 500ml, 1ltr, 5ltr, 10ltr, 20ltr",,,,Paddy,Hispa (Paddy),500 ml/acre (Paddy),At the time of insect infestation,Spraying,,,"Rabi, Kharif",Power-packed broad-spectrum control with fast action and minimal leaching – SHRIRAM CHLOR 20 for total crop protection.,"o It exhibits synergistic action with Cypermethrin and Deltamethrin
o Controls a wide range of insect pests in soil or on foliage in a variety of crops, by contact, ingestion and vapors action. 
o Used for the control of sucking and chewing insects on a wide range of food crops, oil seeds, pulses, fiber crops, plantation crops and fruits and vegetables
o High Speed Of Killing with low Toxicity To Non-target Species
& no Leaching & Maximum Absorbing Capacities
",Dummy217,DummyFG217,Add information for searchability,Active
