pincode,state,district,subDistrict,locality
522261,ANDHRA PRADESH,GUNTUR,Vemuru,Balijepalle
522262,ANDHRA PRADESH,GUNTUR,Nizampatnam,Pallapatla
522264,ANDHRA PRADESH,GUNTUR,Kollur,Potharlanka
522265,ANDHRA PRADESH,GUNTUR,Repalle,Bethapudi
522268,ANDHRA PRADESH,GUNTUR,Nagaram,idupalli
522301,ANDHRA PRADESH,GUNTUR,Tenali,CHILUMURU
522302,ANDHRA PRADESH,GUNTUR,Mangalagiri,Atmakur (Rural)
522303,ANDHRA PRADESH,GUNTUR,Tadepalle,Chirravuru
522304,ANDHRA PRADESH,GUNTUR,Kollipara,Davuluru
522305,ANDHRA PRADESH,GUNTUR,Duggirala,Chinapalem
522306,ANDHRA PRADESH,GUNTUR,Tenali,Nandivelugu
522307,ANDHRA PRADESH,GUNTUR,Tenali,Tenali
522308,ANDHRA PRADESH,GUNTUR,Duggirala,VALLABHAPURAM
522309,ANDHRA PRADESH,GUNTUR,Cherukupalle H/O Arumbaka,Arepalle
522310,ANDHRA PRADESH,GUNTUR,Bapatla,Bapatla
522311,ANDHRA PRADESH,GUNTUR,Pittalavanipalem,bholayapalem
522312,ANDHRA PRADESH,GUNTUR,Amruthalur,Moparru
522313,ANDHRA PRADESH,GUNTUR,Amruthalur,chinagadelavarru
522314,ANDHRA PRADESH,GUNTUR,Pittalavanipalem,Allur
522315,ANDHRA PRADESH,GUNTUR,Machavaram,Tadutla
522316,ANDHRA PRADESH,GUNTUR,Ponnur,Dandamudi
522317,ANDHRA PRADESH,GUNTUR,Bapatla,Bapatla
522318,ANDHRA PRADESH,GUNTUR,Ponnur,Mamillapalle
522324,ANDHRA PRADESH,GUNTUR,Kollur,Boddulurupadu
522325,ANDHRA PRADESH,GUNTUR,Amruthalur,Panchalavaram
522329,ANDHRA PRADESH,GUNTUR,Pittalavanipalem,Pittalavanipalem
522330,ANDHRA PRADESH,GUNTUR,Duggirala,Morampudi
522341,ANDHRA PRADESH,GUNTUR,Amruthalur,Inturu
522401,ANDHRA PRADESH,GUNTUR,Medikonduru,Mandapadu
522402,ANDHRA PRADESH,GUNTUR,Sattenapalle,Deepaladinnepalem
522403,ANDHRA PRADESH,GUNTUR,Sattenapalle,Kankanalapalle
522408,ANDHRA PRADESH,GUNTUR,Muppalla,Gollapadu
522409,ANDHRA PRADESH,GUNTUR,Atchampet,Cherukumpalem
522410,ANDHRA PRADESH,GUNTUR,Atchampet,Konuru
522411,ANDHRA PRADESH,GUNTUR,Bellamkonda,Chityala
522412,ANDHRA PRADESH,GUNTUR,Bollapalle,Bollapalle
522413,ANDHRA PRADESH,GUNTUR,Machavaram,Govindapuram
522414,ANDHRA PRADESH,GUNTUR,Dachepalle,Industrial estate
522415,ANDHRA PRADESH,GUNTUR,Gurazala,Gottimukkala
522421,ANDHRA PRADESH,GUNTUR,Rentachintala,Goli
522426,ANDHRA PRADESH,GUNTUR,Macherla,Amani Jammala Madaka
522435,ANDHRA PRADESH,GUNTUR,Machavaram,R.puram
522436,ANDHRA PRADESH,GUNTUR,Pedakurapadu,Nuthalapativaripalem
522437,ANDHRA PRADESH,GUNTUR,Piduguralla,nehrunagar
522438,ANDHRA PRADESH,GUNTUR,Medikonduru,Bheemanenivaripalem
522439,ANDHRA PRADESH,GUNTUR,Macherla,Thimmareddipuram
522501,ANDHRA PRADESH,GUNTUR,Tadepalle,Ramalayam
522502,ANDHRA PRADESH,GUNTUR,Mangalagiri,Krishnayapalem
522503,ANDHRA PRADESH,GUNTUR,Mangalagiri,Mangalagiri
522508,ANDHRA PRADESH,GUNTUR,Pedakakani,Kali Gardens
522509,ANDHRA PRADESH,GUNTUR,Pedakakani,Gollapalem
522510,ANDHRA PRADESH,GUNTUR,Pedakakani,Nagarjunanagar
522529,ANDHRA PRADESH,GUNTUR,Phirangipuram,Phirangipuram
522549,ANDHRA PRADESH,GUNTUR,Nuzendla,Endugumpalem
522601,ANDHRA PRADESH,GUNTUR,Narasaraopet,Narasaraopet
522603,ANDHRA PRADESH,GUNTUR,Narasaraopet,Indaragiri
522611,ANDHRA PRADESH,GUNTUR,Nadendla,Chintalapalem
522612,ANDHRA PRADESH,GUNTUR,Durgi,Atmakur
522613,ANDHRA PRADESH,GUNTUR,Veldurthi,marasapenta
522614,ANDHRA PRADESH,GUNTUR,Karempudi,Karempudi
522615,ANDHRA PRADESH,GUNTUR,Nekarikallu,Adda road
522616,ANDHRA PRADESH,GUNTUR,Chilakaluripet H/O.Purushotha Patnam,Edavalli
522617,ANDHRA PRADESH,GUNTUR,Rompicherla,Rompicherla
522619,ANDHRA PRADESH,GUNTUR,Edlapadu,Thurlapadu
522626,ANDHRA PRADESH,GUNTUR,Chilakaluripet H/O.Purushotha Patnam,Kotha rajapeta
522646,ANDHRA PRADESH,GUNTUR,Savalyapuram H/O Kanamarlapudi,Bondilipalem
522647,ANDHRA PRADESH,GUNTUR,Vinukonda,Brahmanapalle
522649,ANDHRA PRADESH,GUNTUR,Nuzendla,Kothanagulavaram
522657,ANDHRA PRADESH,GUNTUR,Vinukonda,Bridge thanda
522658,ANDHRA PRADESH,GUNTUR,Ipur,Bommarajupalle
522659,ANDHRA PRADESH,GUNTUR,Nuzendla,Kotha cherukum palem
522660,ANDHRA PRADESH,GUNTUR,Nuzendla,Datlavaripalem
522661,ANDHRA PRADESH,GUNTUR,Ipur,Muppalla
522663,ANDHRA PRADESH,GUNTUR,Vinukonda,Chenchugudem
523001,ANDHRA PRADESH,PRAKASAM,Ongole,Ongole
523002,ANDHRA PRADESH,PRAKASAM,Ongole,Ongole
523101,ANDHRA PRADESH,PRAKASAM,Singarayakonda,Old Singarayakonda
523104,ANDHRA PRADESH,PRAKASAM,Singarayakonda,Woollapalem
523105,ANDHRA PRADESH,PRAKASAM,Kandukur,Kancharagunta
523108,ANDHRA PRADESH,PRAKASAM,Pamur,Chilamkur
523109,ANDHRA PRADESH,PRAKASAM,Kandukur,Jillelamudi
523110,ANDHRA PRADESH,PRAKASAM,Pamur,Ayyannakota
523111,ANDHRA PRADESH,PRAKASAM,Ponnaluru,Manginapadu
523112,ANDHRA PRADESH,PRAKASAM,Chandra Sekhara Puram,Ambavaram
523113,ANDHRA PRADESH,PRAKASAM,Voletivaripalem,Badevaripalem
523114,ANDHRA PRADESH,PRAKASAM,Pamur,Bodavada
523115,ANDHRA PRADESH,PRAKASAM,Lingasamudram,Anneboinapalle
523116,ANDHRA PRADESH,PRAKASAM,Voletivaripalem,Ayyavaripalle
523117,ANDHRA PRADESH,PRAKASAM,Pedacherlo Palle,Chinthagum Palle
523135,ANDHRA PRADESH,PRAKASAM,Chinaganjam,Pallepalem
523155,ANDHRA PRADESH,PRAKASAM,Chirala,Chirala
523156,ANDHRA PRADESH,PRAKASAM,Chirala,Chirala
523157,ANDHRA PRADESH,PRAKASAM,Chirala,Chirala
523165,ANDHRA PRADESH,PRAKASAM,Chirala,Pathachirala
523166,ANDHRA PRADESH,PRAKASAM,Chirala,Gavinivari Palem
523167,ANDHRA PRADESH,PRAKASAM,Inkollu,Inkollu
523168,ANDHRA PRADESH,PRAKASAM,Karamchedu,Kunkalamarru
523169,ANDHRA PRADESH,PRAKASAM,Parchur,Bodawadamandagunta
523170,ANDHRA PRADESH,PRAKASAM,Karamchedu,Kesavarappadu
523171,ANDHRA PRADESH,PRAKASAM,Parchur,Garnepudi
523180,ANDHRA PRADESH,PRAKASAM,Naguluppala Padu,Ammana Brolu
523181,ANDHRA PRADESH,PRAKASAM,Chinaganjam,Chinagumpalle
523182,ANDHRA PRADESH,PRAKASAM,Ongole,Devaram Padu
523183,ANDHRA PRADESH,PRAKASAM,Naguluppala Padu,Chadalawada
523184,ANDHRA PRADESH,PRAKASAM,Vetapalem,Pandilla Palle
523185,ANDHRA PRADESH,PRAKASAM,Chinaganjam,Santharavuru
523186,ANDHRA PRADESH,PRAKASAM,Naguluppala Padu,Edumudi
523187,ANDHRA PRADESH,PRAKASAM,Vetapalem,Pullari Palem
523190,ANDHRA PRADESH,PRAKASAM,Inkollu,Idupulapadu
523201,ANDHRA PRADESH,PRAKASAM,Mundlamuru,Khambampadu
523211,ANDHRA PRADESH,PRAKASAM,Maddipadu,Inamanamellur
523212,ANDHRA PRADESH,PRAKASAM,Korisapadu,Bollavarappadu
523213,ANDHRA PRADESH,PRAKASAM,Janakavarampanguluru,Thurpu Koppera Padu
523214,ANDHRA PRADESH,PRAKASAM,Janakavarampanguluru,Kotapadu
523223,ANDHRA PRADESH,PRAKASAM,Chandra Sekhara Puram,Viranchi Puram
523224,ANDHRA PRADESH,PRAKASAM,Veligandla,Gokulam
523225,ANDHRA PRADESH,PRAKASAM,Santhanuthala Padu,Gangavaram
523226,ANDHRA PRADESH,PRAKASAM,Chimakurthi,Gunduvari Laxmipuram
523227,ANDHRA PRADESH,PRAKASAM,Hanumanthuni Padu,Hazee Puram
523228,ANDHRA PRADESH,PRAKASAM,Hanumanthuni Padu,Annada Puram
523230,ANDHRA PRADESH,PRAKASAM,Kanigiri,Kanigiri
523241,ANDHRA PRADESH,PRAKASAM,Konakanamitla,Ganivani Padu
523245,ANDHRA PRADESH,PRAKASAM,Podili,Jafala Puram
523246,ANDHRA PRADESH,PRAKASAM,Konakanamitla,Naidupeta
523247,ANDHRA PRADESH,PRAKASAM,Darsi,Devavaram
523252,ANDHRA PRADESH,PRAKASAM,Darsi,East Veeraya Palem
523253,ANDHRA PRADESH,PRAKASAM,Podili,Chintagum Palle
523254,ANDHRA PRADESH,PRAKASAM,Kanigiri,Balavenkata Puram
523260,ANDHRA PRADESH,PRAKASAM,Martur,Darsiagraharam
523261,ANDHRA PRADESH,PRAKASAM,Martur,Bolla Palle
523262,ANDHRA PRADESH,PRAKASAM,Naguluppala Padu,Maddirala Padu
523263,ANDHRA PRADESH,PRAKASAM,Maddipadu,Gadiyapudi
523264,ANDHRA PRADESH,PRAKASAM,Thallur,Korrapativaripalem
523265,ANDHRA PRADESH,PRAKASAM,Mundlamuru,Basava Puram
523270,ANDHRA PRADESH,PRAKASAM,Kondapi,C G Anantha Bhotla Vari Khandrika
523271,ANDHRA PRADESH,PRAKASAM,Zarugumilli,Kattugudipalem
523272,ANDHRA PRADESH,PRAKASAM,Tangutur,Gosuvandla Kattubadi
523273,ANDHRA PRADESH,PRAKASAM,Santhanuthala Padu,Vemulapadu
523274,ANDHRA PRADESH,PRAKASAM,Tangutur,Ananthavaram
523279,ANDHRA PRADESH,PRAKASAM,Kondapi,China Venkana Palem
523280,ANDHRA PRADESH,PRAKASAM,Kotha Patnam,Payakari Khandrika
523281,ANDHRA PRADESH,PRAKASAM,Ulavapadu,Baddepudi
523286,ANDHRA PRADESH,PRAKASAM,Kotha Patnam,Alluru Kotha Patnam
523291,ANDHRA PRADESH,PRAKASAM,Ulavapadu,Ramayapatnam
523292,ANDHRA PRADESH,PRAKASAM,Ulavapadu,Kollurupadu
523301,ANDHRA PRADESH,PRAKASAM,Martur,Jonnatali
523302,ANDHRA PRADESH,PRAKASAM,Santhamaguluru,Kamepalle
523303,ANDHRA PRADESH,PRAKASAM,Santhamaguluru,Elchur
523304,ANDHRA PRADESH,PRAKASAM,Kurichedu,Avulamanda
523305,ANDHRA PRADESH,PRAKASAM,Donakonda,Bada Puram
523315,ANDHRA PRADESH,PRAKASAM,Donakonda,Mallam Peta
523316,ANDHRA PRADESH,PRAKASAM,Markapur,Markapur
523320,ANDHRA PRADESH,PRAKASAM,Peda Araveedu,Devarajugattu
523326,ANDHRA PRADESH,PRAKASAM,Pullalacheruvu,Chowtapa Charla
523327,ANDHRA PRADESH,PRAKASAM,Yerragondapalem,Mallapalem
523328,ANDHRA PRADESH,PRAKASAM,Pullalacheruvu,Chennapalem
523329,ANDHRA PRADESH,PRAKASAM,Markapur,Jammana Palle
523330,ANDHRA PRADESH,PRAKASAM,Tripuranthakam,Dupadu
523331,ANDHRA PRADESH,PRAKASAM,Dornala,Agraharam
523332,ANDHRA PRADESH,PRAKASAM,Tarlupadu,Golla Palle
523333,ANDHRA PRADESH,PRAKASAM,Cumbum,Chinnayachavaram
523334,ANDHRA PRADESH,PRAKASAM,Bestawaripeta,S.C.Palem
523335,ANDHRA PRADESH,PRAKASAM,Ardhaveedu,Ardhaveedu
523336,ANDHRA PRADESH,PRAKASAM,Ardhaveedu,Ayyavari Palle
523346,ANDHRA PRADESH,PRAKASAM,Bestawaripeta,Cherukupalli
523356,ANDHRA PRADESH,PRAKASAM,Komarolu,Muthrampalle
523357,ANDHRA PRADESH,PRAKASAM,Giddalur,Giddalur
523367,ANDHRA PRADESH,PRAKASAM,Giddalur,Thammalapalli
523368,ANDHRA PRADESH,PRAKASAM,Racherla,Anumula Palle
523369,ANDHRA PRADESH,PRAKASAM,Komarolu,ABM Palem
523370,ANDHRA PRADESH,PRAKASAM,Cumbum,Lanja Kota
523371,ANDHRA PRADESH,PRAKASAM,Tarlupadu,Gandlapalli
523372,ANDHRA PRADESH,PRAKASAM,Cumbum,Thurimella
523373,ANDHRA PRADESH,PRAKASAM,Komarolu,Bedusu Palle
524001,ANDHRA PRADESH,NELLORE,Nellore,Nellore
524002,ANDHRA PRADESH,NELLORE,Nellore,Balaramapuram
524003,ANDHRA PRADESH,NELLORE,Nellore,Chintareddypalem
524004,ANDHRA PRADESH,NELLORE,Nellore,Nellore
524005,ANDHRA PRADESH,NELLORE,Nellore,Nellore
524101,ANDHRA PRADESH,NELLORE,Gudur,Gudur
524121,ANDHRA PRADESH,NELLORE,Tada,Dandupadu
524123,ANDHRA PRADESH,NELLORE,Sullurpeta,Chandanamudi
524124,ANDHRA PRADESH,NELLORE,Sullurpeta,Atakanithippa
524126,ANDHRA PRADESH,NELLORE,Naidupet,Juvvalapalem
524127,ANDHRA PRADESH,NELLORE,Chittamur,Addepudi
524129,ANDHRA PRADESH,NELLORE,Pellakur,MPV kandriga
524131,ANDHRA PRADESH,NELLORE,Gudur,Dugar Mica Mine
524132,ANDHRA PRADESH,NELLORE,Venkatagiri,Balasamudram
524134,ANDHRA PRADESH,NELLORE,Dakkili,Marlagunta
524137,ANDHRA PRADESH,NELLORE,Kovur,Gandhinagar
524142,ANDHRA PRADESH,NELLORE,Bogole,Bitragunta
524152,ANDHRA PRADESH,NELLORE,Bogole,Ambedkarnagar
524201,ANDHRA PRADESH,NELLORE,Kavali,Kavali Bit - I (Rural)
524203,ANDHRA PRADESH,NELLORE,Kavali,Anemadugu
524221,ANDHRA PRADESH,NELLORE,Vinjamur,Challagerosila
524222,ANDHRA PRADESH,NELLORE,Duttalur,Arundhatipalem
524223,ANDHRA PRADESH,NELLORE,Jaladanki,Gamallapalem
524224,ANDHRA PRADESH,NELLORE,Kaligiri,Chennalavaripalem
524225,ANDHRA PRADESH,NELLORE,Kaligiri,Ramaswamypalem
524226,ANDHRA PRADESH,NELLORE,Udayagiri,Annampalli
524227,ANDHRA PRADESH,NELLORE,Varikuntapadu,Andhravaripalli
524228,ANDHRA PRADESH,NELLORE,Vinjamur,Chandrapadia
524230,ANDHRA PRADESH,NELLORE,Marripadu,Bijjampalli
524234,ANDHRA PRADESH,NELLORE,Anumasamudrampeta,Kothuru
524236,ANDHRA PRADESH,NELLORE,Udayagiri,Gollapalli
524239,ANDHRA PRADESH,NELLORE,Kondapuram,Kondapuram
524240,ANDHRA PRADESH,NELLORE,Dagadarthi,Katrayapadu
524301,ANDHRA PRADESH,NELLORE,Ananthasagaram,Kammavaripalem
524302,ANDHRA PRADESH,NELLORE,Ananthasagaram,Bedusupalle
524303,ANDHRA PRADESH,NELLORE,Atmakur,Kanpurupalli
524304,ANDHRA PRADESH,NELLORE,Anumasamudrampeta,Chandulurupadu
524305,ANDHRA PRADESH,NELLORE,Buchireddipalem,Chellayapalem/Vaddepalem
524306,ANDHRA PRADESH,NELLORE,Sangam,Anasuyanagar
524307,ANDHRA PRADESH,NELLORE,Atmakur,Rampalle
524308,ANDHRA PRADESH,NELLORE,Sangam,Madarabadara
524309,ANDHRA PRADESH,NELLORE,Podalakur,Bathulapallepadu
524310,ANDHRA PRADESH,NELLORE,Seetharamapuram,Maramreddipalle
524311,ANDHRA PRADESH,NELLORE,Thotapalligudur,Harijanawada
524312,ANDHRA PRADESH,NELLORE,Marripadu,Old Allampadu
524313,ANDHRA PRADESH,NELLORE,Indukurpet,Ramudupalem
524314,ANDHRA PRADESH,NELLORE,Indukurpet,Indukurpet
524315,ANDHRA PRADESH,NELLORE,Allur,Chennarayunipalem
524316,ANDHRA PRADESH,NELLORE,Kodavalur,Choutapalem
524317,ANDHRA PRADESH,NELLORE,Dagadarthi,Pedaputhedu
524318,ANDHRA PRADESH,NELLORE,Vidavalur,Pyderu Lock
524319,ANDHRA PRADESH,NELLORE,Kodavalur,Regadichilaka
524320,ANDHRA PRADESH,NELLORE,Venkatachalam,Abbisahebkandriga
524321,ANDHRA PRADESH,NELLORE,Venkatachalam,Anikepalle
524322,ANDHRA PRADESH,NELLORE,Atmakur,Rajavolu
524323,ANDHRA PRADESH,NELLORE,Muthukur,Iskapalem
524341,ANDHRA PRADESH,NELLORE,Chejerla,Mypativarikandriga
524342,ANDHRA PRADESH,NELLORE,Rapur,Doruvupalli
524343,ANDHRA PRADESH,NELLORE,Kaluvoya,Kolavapalli
524344,ANDHRA PRADESH,NELLORE,Muthukur,Ayyavarapukandriga
524345,ANDHRA PRADESH,NELLORE,Podalakur,Brahmanapalli
524346,ANDHRA PRADESH,NELLORE,Muthukur,Pallipalem
524347,ANDHRA PRADESH,NELLORE,Muthukur,Ananthapuram
524366,ANDHRA PRADESH,NELLORE,Kodavalur,Chinta Chelika
524401,ANDHRA PRADESH,NELLORE,Tada,Devuni Khandrika
524402,ANDHRA PRADESH,NELLORE,Ojili,Bhatlakanupuru
524403,ANDHRA PRADESH,NELLORE,Chittamur,Chennapuram
524404,ANDHRA PRADESH,NELLORE,Balayapalle,Nidigallu
524405,ANDHRA PRADESH,NELLORE,Manubolu,Baddevolu
524406,ANDHRA PRADESH,NELLORE,Gudur,Chennuru – II
524407,ANDHRA PRADESH,NELLORE,Sydapuram,Bassura
524408,ANDHRA PRADESH,NELLORE,Rapur,Chuttupalem
524409,ANDHRA PRADESH,NELLORE,Sydapuram,Duggunta Rajupalem
524410,ANDHRA PRADESH,NELLORE,Chillakur,Anureddikandriga
524411,ANDHRA PRADESH,NELLORE,Kota,Allampadu
524412,ANDHRA PRADESH,NELLORE,Chillakur,Edulavaripalem
524413,ANDHRA PRADESH,NELLORE,Vakadu,Vallipedu
524414,ANDHRA PRADESH,NELLORE,Rapur,Bhimavaram
524415,ANDHRA PRADESH,NELLORE,Vakadu,Kallur
524421,ANDHRA PRADESH,NELLORE,Balayapalle,Chakracharyulavari Khandrika
530001,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530002,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530003,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530004,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530005,ANDHRA PRADESH,VISAKHAPATNAM,Pedagantyada,Pedagantyada
530007,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530008,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530009,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530011,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530012,ANDHRA PRADESH,VISAKHAPATNAM,Pendurthi,AYYAPPA NAGAR
530013,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530014,ANDHRA PRADESH,VISAKHAPATNAM,Pedagantyada,Pedagantyada
530015,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530016,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530017,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530018,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530020,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530022,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530024,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530026,ANDHRA PRADESH,VISAKHAPATNAM,Gajuwaka,Gajuwaka
530027,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),BAPUJI NAGAR
530028,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Rural),Visakhapatnam (Rural)
530029,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530031,ANDHRA PRADESH,VISAKHAPATNAM,Pedagantyada,Chainapalem
530032,ANDHRA PRADESH,VISAKHAPATNAM,Pedagantyada,Pedagantyada
530040,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),RAMAKRISHNAPURAM
530041,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Rural),Visakhapatnam (Rural)
530043,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),Visakhapatnam (Urban)
530044,ANDHRA PRADESH,VISAKHAPATNAM,Pedagantyada,CHINAPALLIPALEM
530045,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Urban),VARAHAGIRI NAGAR
530046,ANDHRA PRADESH,VISAKHAPATNAM,Pedagantyada,Pedagantyada
530047,ANDHRA PRADESH,VISAKHAPATNAM,Pendurthi,Porlupalem village
530048,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Rural),Visakhapatnam (Rural)
530049,ANDHRA PRADESH,VISAKHAPATNAM,Pedagantyada,Bharathi APW
530051,ANDHRA PRADESH,VISAKHAPATNAM,Pendurthi,Krishnarayapuram
530052,ANDHRA PRADESH,VISAKHAPATNAM,Anandapuram,library
530053,ANDHRA PRADESH,VISAKHAPATNAM,Visakhapatnam (Rural),KARRIVANIPALEM
531001,ANDHRA PRADESH,VISAKHAPATNAM,Anakapalle,Anakapalle
531002,ANDHRA PRADESH,VISAKHAPATNAM,Sabbavaram,Gangavaram
531011,ANDHRA PRADESH,VISAKHAPATNAM,Atchutapuram,Bhogapuram
531019,ANDHRA PRADESH,VISAKHAPATNAM,Anakapalle,Koppaka
531020,ANDHRA PRADESH,VISAKHAPATNAM,Paravada,Cheepurupalle (East )
531021,ANDHRA PRADESH,VISAKHAPATNAM,Paravada,Edulapaka Bonangi
531022,ANDHRA PRADESH,VISAKHAPATNAM,Devarapalle,Mushidipalle
531023,ANDHRA PRADESH,VISAKHAPATNAM,Chodavaram,Duddupalem
531024,ANDHRA PRADESH,VISAKHAPATNAM,Paderu,14 Mile Stone
531025,ANDHRA PRADESH,VISAKHAPATNAM,Ravikamatham,Gudiwada
531026,ANDHRA PRADESH,VISAKHAPATNAM,Butchayyapeta,Chinappannapalem
531027,ANDHRA PRADESH,VISAKHAPATNAM,Paderu,Cheemalapalle
531028,ANDHRA PRADESH,VISAKHAPATNAM,Cheedikada,Appalarajupuram
531029,ANDHRA PRADESH,VISAKHAPATNAM,G.Madugula,Akuthota
531030,ANDHRA PRADESH,VISAKHAPATNAM,Ananthagiri,Addategela
531031,ANDHRA PRADESH,VISAKHAPATNAM,Kasimkota,Gurugu Bheemavaram
531032,ANDHRA PRADESH,VISAKHAPATNAM,Anakapalle,Mamidipalem
531033,ANDHRA PRADESH,VISAKHAPATNAM,Atchutapuram,Kondakarla
531034,ANDHRA PRADESH,VISAKHAPATNAM,K.Kotapadu,Chowduvada
531035,ANDHRA PRADESH,VISAKHAPATNAM,Sabbavaram,Gali Bhimavaram
531036,ANDHRA PRADESH,VISAKHAPATNAM,Chodavaram,Chakipalle
531040,ANDHRA PRADESH,VISAKHAPATNAM,Munchingi Puttu,Amalaguda
531055,ANDHRA PRADESH,VISAKHAPATNAM,Yelamanchili,Gollagunta
531060,ANDHRA PRADESH,VISAKHAPATNAM,S.Rayavaram,Sarvasiddi
531061,ANDHRA PRADESH,VISAKHAPATNAM,Rambilli,Krishnampalem
531075,ANDHRA PRADESH,VISAKHAPATNAM,Devarapalle,Mamidipalle
531077,ANDHRA PRADESH,VISAKHAPATNAM,Peda Bayalu,Andravara
531081,ANDHRA PRADESH,VISAKHAPATNAM,Nakkapalle,Chandanada
531082,ANDHRA PRADESH,VISAKHAPATNAM,Yelamanchili,Eti Koppaka
531083,ANDHRA PRADESH,VISAKHAPATNAM,S.Rayavaram,China Uppalam
531084,ANDHRA PRADESH,VISAKHAPATNAM,Golugonda,Agency Laxmipuram
531085,ANDHRA PRADESH,VISAKHAPATNAM,Kotauratla,Sunkapuru
531087,ANDHRA PRADESH,VISAKHAPATNAM,Koyyuru,Gangavaram
531105,ANDHRA PRADESH,VISAKHAPATNAM,Gudem Kotha Veedhi,Chintagoppu
531111,ANDHRA PRADESH,VISAKHAPATNAM,Gudem Kotha Veedhi,Bonampalle
531113,ANDHRA PRADESH,VISAKHAPATNAM,Makavarapalem,Kondala Agraharam
531114,ANDHRA PRADESH,VISAKHAPATNAM,Rolugunta,Bottavanigaviram Peta
531115,ANDHRA PRADESH,VISAKHAPATNAM,Nathavaram,Buradapalle Agraharam
531116,ANDHRA PRADESH,VISAKHAPATNAM,Narsipatnam,Narsipatnam
531117,ANDHRA PRADESH,VISAKHAPATNAM,Kotauratla,Pamulavaka
531118,ANDHRA PRADESH,VISAKHAPATNAM,Chintapalle,Balabadram
531126,ANDHRA PRADESH,VISAKHAPATNAM,Nakkapalle,Cheedika
531127,ANDHRA PRADESH,VISAKHAPATNAM,Payakaraopeta,Rajavaram
531133,ANDHRA PRADESH,VISAKHAPATNAM,Gudem Kotha Veedhi,Asurodda
531149,ANDHRA PRADESH,VISAKHAPATNAM,Araku Valley,Antiparthi
531151,ANDHRA PRADESH,VISAKHAPATNAM,Ananthagiri,Bandavalasa
531162,ANDHRA PRADESH,VIZIANAGARAM,Denkada,ALLIPETA
531163,ANDHRA PRADESH,VISAKHAPATNAM,Bheemunipatnam,Bheemunipatnam
531173,ANDHRA PRADESH,VISAKHAPATNAM,Anandapuram,ABOUTHU VANIPALEM
531219,ANDHRA PRADESH,VISAKHAPATNAM,Anandapuram,Kadivanikallalu
532001,ANDHRA PRADESH,SRIKAKULAM,Srikakulam,Srikakulam
532005,ANDHRA PRADESH,SRIKAKULAM,Etcherla,Malamuddada
532122,ANDHRA PRADESH,VIZIANAGARAM,Balijipeta,Gadelapeta
532123,ANDHRA PRADESH,SRIKAKULAM,Regidi Amadalavalasa,Lingala Valasa
532127,ANDHRA PRADESH,SRIKAKULAM,Rajam,Amaram
532148,ANDHRA PRADESH,SRIKAKULAM,Ganguvarisigadam,Gobburu
532168,ANDHRA PRADESH,SRIKAKULAM,Ponduru,Gokarnapalle
532185,ANDHRA PRADESH,SRIKAKULAM,Amadalavalasa,Amadalavalasa
532186,ANDHRA PRADESH,SRIKAKULAM,Amadalavalasa,Atchannapeta
532190,ANDHRA PRADESH,SRIKAKULAM,Amadalavalasa,Dannanapeta
532195,ANDHRA PRADESH,SRIKAKULAM,Kotabommali,Baddipeta
532201,ANDHRA PRADESH,SRIKAKULAM,Tekkali,Kantragada
532203,ANDHRA PRADESH,SRIKAKULAM,Nandigam,Bellukola
